chrom	start	end	GC_percent	N_count	N_percent	genes	genes_per_Mb
CM065587.1	2100000	2150000	51.398	0	0	3	60
CM065587.1	2150000	2200000	53.168	0	0	4	80
CM065587.1	2200000	2250000	54.632	0	0	3	60
CM065587.1	2250000	2300000	54.142	0	0	3	60
CM065587.1	2300000	2350000	49.862	0	0	3	60
CM065587.1	2350000	2400000	50.87	0	0	3	60
CM065587.1	2400000	2450000	51.244	0	0	6	120
CM065587.1	2450000	2500000	50.87	0	0	3	60
CM065587.1	2500000	2550000	50.142	0	0	3	60
CM065587.1	2550000	2600000	52.256	0	0	1	20
CM065587.1	2600000	2650000	52.424	0	0	1	20
CM065587.1	2650000	2700000	52.542	0	0	3	60
CM065587.1	2700000	2750000	52.028	0	0	5	100
CM065587.1	2750000	2800000	51.634	0	0	4	80
CM065587.1	2800000	2850000	51.454	0	0	2	40
CM065587.1	2850000	2900000	54.116	0	0	2	40
CM065587.1	2900000	2950000	52.912	0	0	2	40
CM065587.1	2950000	3000000	50.462	0	0	4	80
CM065587.1	3000000	3050000	51.754	0	0	2	40
CM065587.1	3050000	3100000	57.054	0	0	4	80
CM065587.1	3100000	3150000	53.352	0	0	3	60
CM065587.1	3150000	3200000	56.362	0	0	3	60
CM065587.1	3200000	3250000	51.086	0	0	3	60
CM065587.1	3250000	3300000	55.186	0	0	3	60
CM065587.1	3300000	3350000	52.808	0	0	3	60
CM065587.1	3350000	3400000	50.808	0	0	4	80
CM065587.1	3400000	3450000	54.608	0	0	5	100
CM065587.1	3450000	3500000	52.184	0	0	4	80
CM065587.1	3500000	3550000	51.324	0	0	6	120
CM065587.1	3550000	3600000	52.544	0	0	6	120
CM065587.1	3600000	3650000	49.536	0	0	7	140
CM065587.1	3650000	3700000	53.776	0	0	3	60
CM065587.1	3700000	3750000	54.656	0	0	4	80
CM065587.1	3750000	3800000	52.242	0	0	3	60
CM065587.1	3800000	3850000	52.044	0	0	5	100
CM065587.1	3850000	3900000	52.722	0	0	7	140
CM065587.1	3900000	3950000	50.288	0	0	3	60
CM065587.1	3950000	4000000	51.822	0	0	4	80
CM065587.1	4000000	4050000	51.48	0	0	4	80
CM065587.1	4050000	4100000	53.096	0	0	5	100
CM065587.1	4100000	4150000	51.31	0	0	3	60
CM065587.1	4150000	4200000	53.104	0	0	4	80
CM065587.1	4200000	4250000	51.362	0	0	4	80
CM065587.1	4250000	4300000	52.482	0	0	4	80
CM065587.1	4300000	4350000	52.83	0	0	8	160
CM065587.1	4350000	4400000	53.032	0	0	5	100
CM065587.1	4400000	4450000	53.138	0	0	7	140
CM065587.1	4450000	4500000	54.9	0	0	2	40
CM065587.1	4500000	4550000	50.892	0	0	3	60
CM065587.1	4550000	4600000	52.142	0	0	7	140
CM065587.1	4600000	4650000	51.418	0	0	2	40
CM065587.1	4650000	4700000	51.12	0	0	2	40
CM065587.1	4700000	4750000	54.398	0	0	3	60
CM065587.1	4750000	4800000	54.182	0	0	2	40
CM065587.1	4800000	4850000	52.808	0	0	3	60
CM065587.1	4850000	4900000	55.7	0	0	3	60
CM065587.1	4900000	4950000	53.496	0	0	5	100
CM065587.1	4950000	5000000	56.004	0	0	4	80
CM065587.1	5000000	5050000	50.512	0	0	2	40
CM065587.1	5050000	5100000	52.222	0	0	4	80
CM065587.1	5100000	5150000	51.912	0	0	7	140
CM065587.1	5150000	5200000	52.434	0	0	3	60
CM065587.1	5200000	5250000	52.312	0	0	2	40
CM065587.1	5250000	5300000	50.98	0	0	3	60
CM065587.1	5300000	5350000	52.164	0	0	5	100
CM065587.1	5350000	5400000	53.602	0	0	4	80
CM065587.1	5400000	5450000	51.84	0	0	4	80
CM065587.1	5450000	5500000	53.606	0	0	7	140
CM065587.1	5500000	5550000	54.372	0	0	6	120
CM065587.1	5550000	5600000	52.99	0	0	4	80
CM065587.1	5600000	5650000	50.854	0	0	7	140
CM065587.1	5650000	5700000	51.016	0	0	2	40
CM065587.1	5700000	5750000	53.366	0	0	3	60
CM065587.1	5750000	5800000	52.684	0	0	5	100
CM065587.1	5800000	5850000	51.022	0	0	7	140
CM065587.1	5850000	5900000	51.788	0	0	4	80
CM065587.1	5900000	5950000	50.432	0	0	5	100
CM065587.1	5950000	6000000	52.232	0	0	5	100
CM065587.1	6000000	6050000	51.534	0	0	4	80
CM065587.1	6050000	6100000	55.752	0	0	5	100
CM065587.1	6100000	6150000	56.104	0	0	4	80
CM065587.1	6150000	6200000	53.454	0	0	5	100
CM065587.1	6200000	6250000	52.246	0	0	6	120
CM065587.1	6250000	6300000	52.072	0	0	5	100
CM065587.1	6300000	6350000	53.182	0	0	5	100
CM065587.1	6350000	6400000	52.098	0	0	3	60
CM065587.1	6400000	6450000	55.084	0	0	7	140
CM065587.1	6450000	6500000	52.048	0	0	7	140
CM065587.1	6500000	6550000	51.534	0	0	5	100
CM065587.1	6550000	6600000	52.756	0	0	1	20
CM065587.1	6600000	6650000	51.89	0	0	4	80
CM065587.1	6650000	6700000	55.322	0	0	2	40
CM065587.1	6700000	6701673	54.3933	0	0	1	20
CM065588.1	0	50000	54.08	0	0	4	80
CM065588.1	50000	100000	51.272	0	0	4	80
CM065588.1	100000	150000	52.228	0	0	5	100
CM065588.1	150000	200000	52.368	0	0	4	80
CM065588.1	200000	250000	52.736	0	0	5	100
CM065588.1	250000	300000	50.516	0	0	1	20
CM065588.1	300000	350000	50.3	0	0	3	60
CM065588.1	350000	400000	51.16	0	0	6	120
CM065588.1	400000	450000	53.602	0	0	1	20
CM065588.1	450000	500000	51.054	0	0	6	120
CM065588.1	500000	550000	54.426	0	0	4	80
CM065588.1	550000	600000	50.41	0	0	3	60
CM065588.1	600000	650000	53.042	0	0	3	60
CM065588.1	650000	700000	52.336	0	0	7	140
CM065588.1	700000	750000	51.34	0	0	5	100
CM065588.1	750000	800000	53.682	0	0	4	80
CM065588.1	800000	850000	54.2	0	0	5	100
CM065588.1	850000	900000	53.566	0	0	2	40
CM065588.1	900000	950000	51.14	0	0	5	100
CM065588.1	950000	1000000	50.98	0	0	3	60
CM065588.1	1000000	1050000	55.942	0	0	4	80
CM065588.1	1050000	1100000	51.108	0	0	4	80
CM065588.1	1100000	1150000	52.302	0	0	3	60
CM065588.1	1150000	1200000	50.25	0	0	5	100
CM065588.1	1200000	1250000	50.004	0	0	8	160
CM065588.1	1250000	1300000	52.21	0	0	6	120
CM065588.1	1300000	1350000	50.522	0	0	7	140
CM065588.1	1350000	1400000	52.412	0	0	3	60
CM065588.1	1400000	1450000	50.362	0	0	4	80
CM065588.1	1450000	1500000	52.812	0	0	6	120
CM065588.1	1500000	1550000	52.706	0	0	3	60
CM065588.1	1550000	1600000	53.024	0	0	4	80
CM065588.1	1600000	1650000	52.514	0	0	5	100
CM065588.1	1650000	1700000	51.224	0	0	3	60
CM065588.1	1700000	1750000	52.224	0	0	7	140
CM065588.1	1750000	1800000	50.214	0	0	5	100
CM065588.1	1800000	1850000	52.984	0	0	2	40
CM065588.1	1850000	1900000	53.376	0	0	3	60
CM065588.1	1900000	1950000	51.014	0	0	4	80
CM065588.1	1950000	2000000	51.47	0	0	6	120
CM065588.1	2000000	2050000	50.534	0	0	3	60
CM065588.1	2050000	2100000	51.504	0	0	6	120
CM065588.1	2100000	2150000	53.422	0	0	5	100
CM065588.1	2150000	2200000	54.474	0	0	4	80
CM065588.1	2200000	2250000	52.952	0	0	3	60
CM065588.1	2250000	2300000	53.764	0	0	5	100
CM065588.1	2300000	2350000	51.82	0	0	4	80
CM065588.1	2350000	2400000	51.382	0	0	5	100
CM065588.1	2400000	2450000	51.244	0	0	4	80
CM065588.1	2450000	2500000	53.134	0	0	4	80
CM065588.1	2500000	2550000	53.136	0	0	4	80
CM065588.1	2550000	2600000	51.562	0	0	6	120
CM065588.1	2600000	2650000	50.926	0	0	3	60
CM065588.1	2650000	2700000	51.35	0	0	5	100
CM065588.1	2700000	2750000	53.384	0	0	5	100
CM065588.1	2750000	2800000	53.33	0	0	6	120
CM065588.1	2800000	2850000	55.678	0	0	2	40
CM065588.1	2850000	2900000	53.86	0	0	3	60
CM065588.1	2900000	2950000	53.224	0	0	7	140
CM065588.1	2950000	3000000	53.016	0	0	6	120
CM065588.1	3000000	3050000	51.002	0	0	5	100
CM065588.1	3050000	3100000	50.086	0	0	1	20
CM065588.1	3100000	3150000	51.792	0	0	8	160
CM065588.1	3150000	3200000	52.986	0	0	4	80
CM065588.1	3200000	3250000	53.616	0	0	6	120
CM065588.1	3250000	3300000	50.26	0	0	5	100
CM065588.1	3300000	3350000	54.946	0	0	2	40
CM065588.1	3350000	3400000	53.198	0	0	6	120
CM065588.1	3400000	3450000	53.39	0	0	3	60
CM065588.1	3450000	3500000	53.342	0	0	7	140
CM065588.1	3500000	3550000	51.3	0	0	3	60
CM065588.1	3550000	3600000	52	0	0	5	100
CM065588.1	3600000	3650000	55.014	0	0	5	100
CM065588.1	3650000	3700000	52.244	0	0	5	100
CM065588.1	3700000	3750000	49.52	0	0	4	80
CM065588.1	3750000	3800000	51.506	0	0	4	80
CM065588.1	3800000	3850000	52.154	0	0	3	60
CM065588.1	3850000	3900000	54.094	0	0	3	60
CM065588.1	3900000	3950000	50.472	0	0	5	100
CM065588.1	3950000	4000000	49.576	0	0	6	120
CM065588.1	4000000	4050000	57.356	0	0	1	20
CM065588.1	4050000	4100000	53.604	0	0	3	60
CM065588.1	4100000	4150000	50.542	0	0	5	100
CM065588.1	4150000	4200000	50.564	0	0	3	60
CM065588.1	4200000	4250000	53.414	0	0	5	100
CM065588.1	4250000	4300000	52.176	0	0	4	80
CM065588.1	4300000	4350000	51.416	0	0	3	60
CM065588.1	4350000	4400000	51.9	0	0	3	60
CM065588.1	4400000	4450000	54.23	0	0	6	120
CM065588.1	4450000	4500000	52.588	0	0	4	80
CM065588.1	4500000	4550000	51.278	0	0	5	100
CM065588.1	4550000	4600000	50.676	0	0	4	80
CM065588.1	4600000	4650000	51.466	0	0	7	140
CM065588.1	4650000	4700000	55.204	0	0	6	120
CM065588.1	4700000	4750000	51.62	0	0	4	80
CM065588.1	4750000	4800000	51.786	0	0	5	100
CM065588.1	4800000	4850000	51.916	0	0	6	120
CM065588.1	4850000	4900000	50.534	0	0	2	40
CM065588.1	4900000	4950000	51.714	0	0	3	60
CM065588.1	4950000	5000000	48.502	0	0	2	40
CM065588.1	5000000	5050000	51.494	0	0	6	120
CM065588.1	5050000	5100000	50.826	0	0	8	160
CM065588.1	5100000	5150000	51.986	0	0	4	80
CM065588.1	5150000	5200000	52.066	0	0	6	120
CM065588.1	5200000	5250000	53.816	0	0	6	120
CM065588.1	5250000	5300000	52.678	0	0	4	80
CM065588.1	5300000	5350000	54.894	0	0	5	100
CM065588.1	5350000	5400000	53.598	0	0	4	80
CM065588.1	5400000	5450000	52.506	0	0	4	80
CM065588.1	5450000	5500000	53.618	0	0	3	60
CM065588.1	5500000	5550000	54.75	0	0	3	60
CM065588.1	5550000	5600000	54.954	0	0	6	120
CM065588.1	5600000	5650000	53.722	0	0	4	80
CM065588.1	5650000	5700000	54.084	0	0	8	160
CM065588.1	5700000	5750000	52.638	0	0	6	120
CM065588.1	5750000	5800000	49.828	0	0	7	140
CM065588.1	5800000	5850000	49.864	0	0	5	100
CM065588.1	5850000	5900000	51.216	0	0	2	40
CM065588.1	5900000	5950000	51.6	0	0	4	80
CM065588.1	5950000	6000000	51.674	0	0	1	20
CM065588.1	6000000	6050000	52.47	0	0	3	60
CM065588.1	6050000	6100000	50.97	0	0	5	100
CM065588.1	6100000	6150000	51.328	0	0	6	120
CM065588.1	6150000	6200000	51.518	0	0	5	100
CM065588.1	6200000	6250000	51.83	0	0	5	100
CM065588.1	6250000	6300000	50.738	0	0	4	80
CM065588.1	6300000	6350000	52.172	0	0	4	80
CM065588.1	6350000	6400000	52.754	0	0	5	100
CM065588.1	6400000	6450000	49.526	0	0	5	100
CM065588.1	6450000	6500000	52.842	0	0	4	80
CM065588.1	6500000	6550000	50.262	0	0	2	40
CM065588.1	6550000	6600000	51.404	0	0	3	60
CM065588.1	6600000	6650000	50.874	0	0	2	40
CM065588.1	6650000	6700000	53.914	0	0	2	40
CM065588.1	6700000	6750000	53.49	0	0	4	80
CM065588.1	6750000	6800000	54.35	0	0	3	60
CM065588.1	6800000	6850000	53.38	0	0	8	160
CM065588.1	6850000	6900000	53.224	0	0	4	80
CM065588.1	6900000	6950000	53.682	0	0	4	80
CM065588.1	6950000	7000000	50.658	0	0	8	160
CM065588.1	7000000	7050000	50.408	0	0	6	120
CM065588.1	7050000	7100000	55.796	0	0	3	60
CM065588.1	7100000	7150000	53.292	0	0	5	100
CM065588.1	7150000	7200000	52.74	0	0	2	40
CM065588.1	7200000	7235803	51.1074	0	0	3	60
